name,line,lat,lon
봉화산(서울의료원),6호선,37.617429,127.091233
부개역,경인선,37.488479,126.740549
부천시청,도시철도 7호선,37.504611,126.763561
부천역,경인선,37.484066,126.782779
부천종합운동장,도시철도 7호선,37.505381,126.797350
부천종합운동장역,서해선,37.505852,126.797498
부평,인천지하철 1호선,37.490541,126.723437
부평구청,도시철도 7호선,37.507523,126.721356
부평구청,인천지하철 1호선,37.508768,126.720547
부평삼거리,인천지하철 1호선,37.478267,126.710494
부평시장,인천지하철 1호선,37.498495,126.722282
부평역,경인선,37.489457,126.724584
북한산보국문,우이신설선,37.612330,127.008160
북한산우이,우이신설선,37.662840,127.012720
불광,3호선,37.610154,126.930183
불광,6호선,37.610919,126.929504
불암산,4호선,37.670090,127.079004
사가정,7호선,37.580912,127.088502
사당,2호선,37.476536,126.981631
사당,4호선,37.476263,126.981636
사릉역,경춘선,37.651145,127.176839
사우역,김포도시철도,37.620361,126.719722
사평,서울 도시철도 9호선,37.504161,127.015219
산곡,도시철도 7호선,37.508547,126.703510
산본역,안산과천선,37.358019,126.932969
산성,8호선,37.456886,127.149927
삼각지(전쟁기념관),4호선,37.534457,126.972992
삼각지(전쟁기념관),6호선,37.535563,126.973996
삼동역,경강선,37.408731,127.203447
삼산체육관,도시철도 7호선,37.506431,126.742081
삼성(무역센터),2호선,37.508827,127.063203
삼성중앙,수도권  도시철도 9호선,37.513011,127.053282
삼송역,일산선,37.653096,126.895559
삼양,우이신설선,37.627060,127.018170
삼양사거리,우이신설선,37.621440,127.020490
삼전,수도권  도시철도 9호선,37.504531,127.087211
상계,4호선,37.660576,127.073199
상도,7호선,37.502790,126.947949
상동,도시철도 7호선,37.505769,126.753081
상록수역,안산과천선,37.302845,126.866533
상봉,7호선,37.595673,127.085708
상봉역,경의중앙선,37.596754,127.085553
상봉역,경춘선,37.595254,127.085853
상수,6호선,37.547704,126.922920
상왕십리,2호선,37.564444,127.029322
상월곡(한국과학기술연구원),6호선,37.606392,127.048509
상일동,5호선,37.556714,127.166381
새말,의정부,37.748899,127.063869
새절(신사),6호선,37.591148,126.913613
샛강,서울 도시철도 9호선,37.517300,126.928400
샛강,수도권 경량도시철도 신림선,37.517220,126.929404
서강대역,경의중앙선,37.552132,126.935389
서구청,인천지하철 2호선,37.543839,126.676795
서대문,5호선,37.565812,126.966639
서부여성회관,인천지하철 2호선,37.500298,126.675875
서빙고역,경원선,37.519610,126.988358
서울,인천국제공항선,37.553018,126.969764
서울대벤처타운,수도권 경량도시철도 신림선,37.472041,126.933977
서울대입구(관악구청),2호선,37.481233,126.952745
서울숲역,분당선,37.543647,127.044686
서울역,1호선,37.555850,126.972103
서울역,4호선,37.553172,126.972706
서울역(경의선),경의중앙선,37.556713,126.971387
서울지방병무청,수도권 경량도시철도 신림선,37.506047,126.922783
서원,수도권 경량도시철도 신림선,37.478273,126.933228
서초,2호선,37.491910,127.007685
서현역,분당선,37.384931,127.123249
석계,6호선,37.614937,127.065922
석계역,경원선,37.615206,127.065594
석남(거북시장),도시철도 7호선,37.506208,126.676213
석남(거북시장),인천지하철 2호선,37.507211,126.676304
석바위시장,인천지하철 2호선,37.457659,126.692387
석수역,경부선,37.435161,126.902233
석천사거리,인천지하철 2호선,37.456932,126.710383
석촌,8호선,37.505396,127.106995
석촌,수도권  도시철도 9호선,37.505078,127.106944
석촌고분,수도권  도시철도 9호선,37.502439,127.096611
선릉,2호선,37.504257,127.048174
선릉역,분당선,37.504479,127.048941
선바위역,안산과천선,37.451854,127.002164
선부역,서해선,37.334590,126.810000
선유도,서울 도시철도 9호선,37.537778,126.893889
선정릉,수도권  도시철도 9호선,37.510280,127.043759
선정릉역,분당선,37.510775,127.043717
선학,인천지하철 1호선,37.426985,126.698872
성균관대역,경부선,37.300344,126.970861
성남역,경강선,37.394709,127.119490
성복,신분당선,37.314043,127.080758
성수,2호선,37.544628,127.055983
성신여대입구,우이신설선,37.592470,127.016560
성신여대입구(돈암),4호선,37.592882,127.016908
센트럴파크,인천지하철 1호선,37.392833,126.635002
소래포구역,수인선,37.400963,126.733533
소사역,경인선,37.482755,126.795654
소사역,서해선,37.482755,126.795065
소새울역,서해선,37.468505,126.797228
솔밭공원,우이신설선,37.656070,127.013260
솔샘,우이신설선,37.620370,127.013570
송내역,경인선,37.487626,126.753045
송도달빛축제공원,인천지하철 1호선,37.406875,126.626054
송도역,수인선,37.429714,126.654486
송산,의정부,37.737170,127.087276
송정,5호선,37.561201,126.812052
송파,8호선,37.499780,127.112120
송파나루,수도권  도시철도 9호선,37.510550,127.112451
수내역,분당선,37.378435,127.114216
수락산,7호선,37.677804,127.055314
수리산역,안산과천선,37.350297,126.925537
수색역,경의중앙선,37.580855,126.895681
수서,3호선,37.487500,127.101924
수서역,분당선,37.487633,127.101118
수유(강북구청),4호선,37.637727,127.025371
수지구청,신분당선,37.323009,127.095581
수진,8호선,37.437575,127.140936
숙대입구(갈월),4호선,37.544783,126.972100
숭실대입구(살피재),7호선,37.496258,126.953649
숭의역,수인선,37.460891,126.638035
시민공원,인천지하철 2호선,37.458339,126.681009
시우역,서해선,37.313097,126.795503
시청,1호선,37.565211,126.977207
시청,2호선,37.563534,126.975271
시흥능곡역,서해선,37.369990,126.808594
시흥대야역,서해선,37.450479,126.793142
시흥시청역,서해선,37.381411,126.805946
신검단중앙,인천지하철 1호선,37.602600,126.698611
신금호,5호선,37.554504,127.020403
신길,5호선,37.517630,126.914886
신길역,경부선,37.517018,126.917743
신내,6호선,37.612571,127.104326
신내역,경춘선,37.612855,127.103277
신논현,서울 도시철도 9호선,37.504444,127.024417
신논현,신분당선,37.504555,127.024531
신답,2호선,37.569847,127.047048
신당,2호선,37.565675,127.019426
신당,6호선,37.566174,127.016158
신대방,2호선,37.487604,126.913479
신대방삼거리,7호선,37.499717,126.928218
신도림,2호선,37.508815,126.891222
신도림역,경부선,37.508983,126.891513
신림,2호선,37.484216,126.929573
신림,수도권 경량도시철도 신림선,37.484891,126.929610
신목동,서울 도시철도 9호선,37.544167,126.883056
신반포,서울 도시철도 9호선,37.503503,126.996044
신방화,서울 도시철도 9호선,37.567500,126.816667
신사,3호선,37.516438,127.020247
신사,신분당선,37.516125,127.019761
신설동,1호선,37.576117,127.024710
신설동,2호선,37.574653,127.025158
신설동,우이신설선,37.576590,127.023221
신연수,인천지하철 1호선,37.418032,126.693853
신용산,4호선,37.529090,126.967880
신이문역,경원선,37.601829,127.067347
신정(은행정),5호선,37.525001,126.856176
신정네거리,2호선,37.520218,126.852849
신중동,도시철도 7호선,37.503081,126.776161
신천역,서해선,37.439115,126.786835
신촌(지하),2호선,37.555153,126.936890
신촌역,경의중앙선,37.559768,126.942308
신포역,수인선,37.468442,126.624509
신풍,7호선,37.500107,126.909806
신현역,서해선,37.409140,126.787880
신흥,8호선,37.440952,127.147590
쌍문,4호선,37.648274,127.034381
"아라(북부법원, 검찰청)",인천지하철 1호선,37.592222,126.713333
아시아드경기장,인천지하철 2호선,37.551373,126.677075
아차산(어린이대공원후문),5호선,37.552005,127.089609
아현,2호선,37.557407,126.956079
안국,3호선,37.576562,126.985470
안산역,수인선,37.327006,126.788748
안암(고대병원앞),6호선,37.586261,127.029030
안양역,경부선,37.401929,126.922647
암사,8호선,37.550127,127.127521
암사역사공원,8호선,37.557167,127.137556
압구정,3호선,37.526169,127.028502
압구정로데오역,분당선,37.527385,127.040555
애오개,5호선,37.553592,126.956733
야당역,경의중앙선,37.712749,126.761535
야탑역,분당선,37.411320,127.128661
약수,3호선,37.554554,127.010858
약수,6호선,37.554087,127.010237
양재(서초구청),3호선,37.484580,127.034230
양재(서초구청),신분당선,37.484454,127.034099
양재시민의숲(매헌),신분당선,37.470964,127.038420
양정역,경의중앙선,37.604269,127.194602
양주역,경원선,37.774281,127.044719
양천구청,2호선,37.512329,126.865593
양천향교,서울 도시철도 9호선,37.568333,126.841389
양촌역,김포도시철도,37.641639,126.614694
양평,5호선,37.525614,126.886177
어룡,의정부,37.742722,127.085205
어린이대공원(세종대),7호선,37.547962,127.074650
언주,수도권  도시철도 9호선,37.507287,127.033868
여의나루,5호선,37.527045,126.932807
여의도,5호선,37.521678,126.924318
여의도,서울 도시철도 9호선,37.521744,126.924167
역곡역,경인선,37.485140,126.811622
역삼,2호선,37.500658,127.036430
역촌,6호선,37.606050,126.922764
연수역,수인선,37.417769,126.678991
연신내,3호선,37.619295,126.920959
연신내,6호선,37.618483,126.920403
염창,서울 도시철도 9호선,37.546944,126.874722
영등포구청,2호선,37.525766,126.896627
영등포구청,5호선,37.524209,126.895022
영등포시장,5호선,37.522760,126.905143
영등포역,경부선,37.515756,126.907411
예술회관,인천지하철 1호선,37.449334,126.700991
오금,3호선,37.502288,127.128344
오금,5호선,37.502228,127.127701
오남역,진접선,37.705406,127.191644
오류동역,경인선,37.494400,126.844551
오리역,분당선,37.339832,127.108985
오목교(목동운동장앞),5호선,37.524557,126.875049
오이도역,수인선,37.361773,126.738437
옥수,3호선,37.541653,127.017303
옥수역,경원선,37.540514,127.018698
온수(성공회대입구),7호선,37.492059,126.823294
온수역,경인선,37.492267,126.823399
올림픽공원(한국체대),5호선,37.516217,127.130957
올림픽공원(한국체대),수도권  도시철도 9호선,37.516111,127.130333
완정,인천지하철 2호선,37.592867,126.672961
왕길,인천지하철 2호선,37.595019,126.642284
왕십리(성동구청),2호선,37.561289,127.037061
왕십리(성동구청),5호선,37.561970,127.037264
왕십리역,경원선,37.561728,127.038405
왕십리역,분당선,37.561013,127.038705
외대앞역,경원선,37.596157,127.063572
용답,2호선,37.562066,127.050879
용두(동대문구청),2호선,37.574012,127.038110
용마산(용마폭포공원),7호선,37.573752,127.086802
용산역,경부선,37.529890,126.964775
우장산,5호선,37.548864,126.836330
운양역,김포도시철도,37.653861,126.683833
운연,인천지하철 2호선,37.439533,126.759609
운정역,경의중앙선,37.725441,126.767076
원당역,일산선,37.653103,126.842891
원시역,서해선,37.302654,126.786790
원인재,인천지하철 1호선,37.412364,126.687893
원인재역,수인선,37.412921,126.686952
원종역,서해선,37.524063,126.804839
원흥역,일산선,37.650709,126.873239
월계역,경원선,37.633114,127.058835
월곡(동덕여대),6호선,37.601920,127.041492
월곶역,수인선,37.391890,126.742741
월드컵경기장(성산),6호선,37.569439,126.899077
월롱역,경의중앙선,37.796201,126.792574
을지로3가,2호선,37.566292,126.990873
을지로3가,3호선,37.566299,126.992616
을지로4가,2호선,37.566611,126.997622
을지로4가,5호선,37.567280,126.998127
을지로입구,2호선,37.565998,126.982569
응봉역,경원선,37.550433,127.034824
응암,6호선,37.598590,126.915583
의왕역,경부선,37.320648,126.948099
의정부시청,의정부,37.739249,127.034854
의정부역,경원선,37.738730,127.045891
의정부중앙,의정부,37.743719,127.049633
이대,2호선,37.556734,126.945897
이매역,경강선,37.394736,127.127048
이매역,분당선,37.395846,127.128272
이수,7호선,37.485258,126.981766
이촌(국립중앙박물관),4호선,37.529190,126.967982
이촌역,경원선,37.522476,126.973816
이태원,6호선,37.534485,126.994369
인덕원역,안산과천선,37.401901,126.976718
인천가좌,인천지하철 2호선,37.489962,126.675284
인천논현역,수인선,37.400641,126.722495
인천대공원,인천지하철 2호선,37.448475,126.753051
인천대입구,인천지하철 1호선,37.386239,126.639351
인천시청,인천지하철 1호선,37.457615,126.702216
인천시청,인천지하철 2호선,37.456904,126.701523
인천역,경인선,37.476364,126.616936
인천역,수인선,37.476364,126.617424
인천터미널,인천지하철 1호선,37.441917,126.699727
인하대역,수인선,37.448191,126.649832
일산역,경의중앙선,37.682231,126.769521
일원,3호선,37.483890,127.084160
임학,인천지하철 1호선,37.545058,126.738642
자양(뚝섬한강공원),7호선,37.531558,127.066714
작전,인천지하철 1호선,37.530271,126.722548
잠실(송파구청),2호선,37.513305,127.100129
잠실(송파구청),8호선,37.514649,127.104267
잠실나루,2호선,37.520688,127.103836
잠실새내,2호선,37.511653,127.086224
잠원,3호선,37.512989,127.011613
장기역,김포도시철도,37.644028,126.669000
장승배기,7호선,37.504845,126.939025
장암,7호선,37.700150,127.053126
장자호수공원,8호선,37.587222,127.137930
장지,8호선,37.478609,127.126229
장한평,5호선,37.561438,127.064601
정릉,우이신설선,37.602780,127.013450
정발산역,일산선,37.659709,126.773254
정부과천청사역,안산과천선,37.426445,126.989802
정왕역,수인선,37.351816,126.742844
정자,신분당선,37.368210,127.108386
정자역,분당선,37.366037,127.108091
제기동,1호선,37.578116,127.034902
제물포역,경인선,37.466809,126.657165
종각,1호선,37.570203,126.983116
종로3가,1호선,37.570429,126.992095
종로3가,3호선,37.571537,126.991837
종로3가(탑골공원),5호선,37.572546,126.990447
종로5가,1호선,37.570971,127.001900
종합운동장,2호선,37.511128,127.073841
종합운동장,수도권  도시철도 9호선,37.511156,127.076917
주안,인천지하철 2호선,37.465234,126.679041
주안국가산단,인천지하철 2호선,37.473599,126.681102
주안역,경인선,37.465041,126.680702
주엽역,일산선,37.670138,126.761232
죽전역,분당선,37.324575,127.107385
중계,7호선,37.645052,127.064084
중곡,7호선,37.565877,127.084291
중동역,경인선,37.486664,126.764474
중랑역,경의중앙선,37.594948,127.076152
중앙보훈병원,수도권  도시철도 9호선,37.528807,127.148488
중앙역,수인선,37.316055,126.838532
중화,7호선,37.602604,127.079254
증미,서울 도시철도 9호선,37.557850,126.861067
증산(명지대앞),6호선,37.583989,126.909785
지식정보단지,인천지하철 1호선,37.378021,126.645412
지축,3호선,37.648151,126.913751
지축역,일산선,37.648114,126.913746
진접역,진접선,37.720472,127.203167
창동,4호선,37.653315,127.048304
창동역,경원선,37.653181,127.047663
창신,6호선,37.579772,127.015246
천마산역,경춘선,37.658995,127.285731
천왕,7호선,37.486699,126.838684
천호(풍납토성),5호선,37.538566,127.123539
천호(풍납토성),8호선,37.537920,127.123179
철산,7호선,37.476160,126.868217
청계산입구,신분당선,37.448715,127.054340
청구,5호선,37.560237,127.013790
청구,6호선,37.560221,127.013776
청담,7호선,37.519097,127.051851
청라국제도시,인천국제공항선,37.556509,126.624725
청량리(서울시립대입구),1호선,37.580148,127.045063
청량리역,경원선,37.580543,127.048077
청량리역,경의중앙선,37.580043,127.047588
초월역,경강선,37.373389,127.299996
초지역,서해선,37.320083,126.808051
초지역,수인선,37.320583,126.806151
총신대입구(이수),4호선,37.487521,126.982309
총신대입구(이수),7호선,37.485258,126.981766
춘의,도시철도 7호선,37.503650,126.787069
충무로,3호선,37.561382,126.994173
충무로,4호선,37.561352,126.994573
충정로(경기대입구),2호선,37.559742,126.964455
충정로(경기대입구),5호선,37.560061,126.962783
캠퍼스타운,인천지하철 1호선,37.388209,126.661985
탄현역,경의중앙선,37.694114,126.761075
탑석,의정부,37.733554,127.088906
태릉입구,6호선,37.617319,127.074741
태릉입구,7호선,37.618519,127.075361
태평역,분당선,37.439842,127.127746
테크노파크,인천지하철 1호선,37.382311,126.656355
퇴계원역,경춘선,37.648316,127.143858
판교,신분당선,37.395715,127.111211
판교역,경강선,37.394798,127.111135
팔당역,경의중앙선,37.547321,127.243896
평내호평역,경춘선,37.653229,127.244452
평촌역,안산과천선,37.394346,126.963881
풍무역,김포도시철도,37.612333,126.732583
풍산역,경의중앙선,37.672173,126.786355
하계,7호선,37.636363,127.067999
하남검단산,5호선,37.539729,127.223427
하남시청(덕풍∙신장),5호선,37.541723,127.206901
하남풍산,5호선,37.552201,127.203897
학동,7호선,37.514262,127.031738
학여울,3호선,37.496787,127.070860
한강진,6호선,37.539560,127.001729
한국항공대,경의중앙선,37.603102,126.868291
한남역,경원선,37.529361,127.008984
한대앞역,수인선,37.309985,126.853506
한대앞역,안산과천선,37.309685,126.853656
한성대입구(삼선교),4호선,37.588380,127.005951
한성백제,수도권  도시철도 9호선,37.516369,127.116211
한양대,2호선,37.555758,127.043659
한티역,분당선,37.496208,127.052883
합정,2호선,37.550025,126.914557
합정,6호선,37.549033,126.913546
행당,5호선,37.557297,127.029482
행신역,경의중앙선,37.612125,126.834063
혜화,4호선,37.582116,127.001929
호구포역,수인선,37.401622,126.708682
홍대입구,2호선,37.556748,126.923643
홍대입구,인천국제공항선,37.557741,126.926494
홍대입구역,경의중앙선,37.557580,126.926833
홍제,3호선,37.588851,126.944092
화계,우이신설선,37.634280,127.017500
화곡,5호선,37.541585,126.840436
화랑대(서울여대입구),6호선,37.619875,127.084106
화정역,일산선,37.634708,126.832503
회기역,경원선,37.589602,127.057936
회기역,경의중앙선,37.589802,127.057936
회룡,의정부,37.725053,127.046786
회룡역,경원선,37.724037,127.047319
회현(남대문시장),4호선,37.558698,126.978346
